;NUM_ACC;MOIS_ACC;HEU_ACC;COD_PRV;COD_ETA_CHA;COD_ETA_SUR;COD_LUM;COD_INT;TYP_LIE_ACC;NUM_ROU;PKM;LAR_CHA;COD_TYP_CHA;COD_TYP_COL;COD_OBS_HRT;COD_POI_CHO;COD_MAN;CIR_ACC
13990;30128;8;9;16;1;1;2;1;1;805;169;7;2;8;18;3;10;3
13991;30129;8;15;16;1;1;2;1;1;805;177;8;2;8;18;2;11;9
13992;30130;8;11;16;1;1;2;1;1;805;148;7;2;8;18;2;11;9
13993;30131;8;20;16;1;1;1;1;1;406;23;7;1;8;14;4;16;9
13994;30134;8;6;16;2;1;2;1;1;4206;9999;6;1;8;18;3;10;21
13995;30136;8;13;16;2;1;2;1;1;4201;9999;7;1;3;15;6;8;409
13996;30137;8;13;16;2;1;2;1;1;4201;9999;7;1;8;18;2;11;21
13997;30139;8;13;16;1;1;2;1;1;4220;9999;7;1;2;15;4;1;33
13998;30140;8;23;16;2;1;1;1;1;4201;9999;7;1;2;15;4;1;9
13999;30141;8;23;16;2;1;1;1;1;4214;9999;7;1;8;14;4;16;38
14000;30142;8;23;16;2;1;1;1;1;4201;9999;7;1;2;15;4;1;21
14001;30143;8;15;16;2;1;2;1;1;4201;9999;7;1;3;15;2;4;21
14002;30144;8;23;16;2;1;1;1;1;4220;9999;6;1;8;18;2;11;9
14003;30145;8;20;16;2;1;1;1;1;4214;9999;6;1;1;15;1;4;21
14004;30146;8;20;16;2;1;1;1;1;4220;9999;6;1;8;14;1;16;3
14005;30148;8;22;16;1;1;1;1;1;1;171;7;1;3;15;3;6;21
14006;30149;8;18;16;1;1;2;1;1;1;168;7;1;3;15;2;9;9
14007;30150;8;11;16;2;1;2;1;1;4201;9999;6;1;8;14;1;16;3
14008;30151;8;14;16;2;1;2;1;1;4220;9999;6;1;1;15;1;7;50
14009;30152;8;20;16;2;1;1;1;1;4228;9999;6;1;3;15;6;1;33
14010;30153;8;10;16;1;1;2;1;1;406;15;7;1;3;15;3;4;9
14011;30154;8;18;16;1;1;2;1;1;406;6;7;1;2;15;4;1;9
14012;30155;8;16;16;2;1;2;1;1;4220;9999;6;1;1;15;1;4;100
14013;30156;8;8;16;1;1;2;1;1;413;4;7;1;1;15;1;4;31
14014;30157;8;10;17;1;1;2;1;1;413;6;7;1;1;15;1;4;9
14017;30160;8;6;12;1;1;2;1;1;1;9999;1;1;3;15;8;4;3
14018;30161;8;19;12;1;1;1;1;1;1;701;6;1;8;13;8;1;36
14019;30162;8;11;12;2;1;2;1;1;2208;21;4;1;3;15;3;2;341
14020;30163;8;9;12;1;1;2;1;1;1;706;31;1;7;18;8;1;31
14021;30164;8;16;12;1;1;2;1;1;1;718;71;1;3;15;8;4;50
14027;30173;8;22;12;1;1;1;1;1;1;644;6;1;1;15;1;2;3
14030;30176;8;14;12;1;1;2;1;1;1;666;6;1;1;15;1;2;9
14032;30178;8;22;12;1;1;1;1;1;1;671;8;2;8;9;1;5;9
14034;30180;8;18;12;1;1;2;1;1;301;238;6;1;1;15;1;2;53
14036;30183;8;8;62;1;1;2;1;1;1;1400;8;1;8;18;9;1;400
14037;30184;8;19;21;1;1;1;1;1;1;1600;9;1;8;18;9;1;21
14038;30185;8;12;21;1;1;2;1;1;1;1583;9;1;8;18;1;1;38
14039;30193;8;17;8;1;1;2;1;1;1;1658;6;1;8;18;9;1;42
14040;30194;8;23;8;1;1;1;1;1;1;1877;6;1;2;15;9;1;3
14041;30195;8;9;62;1;1;2;1;1;9999;20;7;1;8;13;9;1;31
14045;30202;8;18;38;1;1;2;1;1;1100;6;9;1;2;15;4;1;3
14046;30203;8;21;19;1;1;1;1;1;712;58;6;1;8;14;1;16;9
14049;30206;8;7;19;1;1;2;1;1;8;536;8;1;1;12;1;11;31
14050;30207;8;12;19;1;1;2;1;1;3214;9999;6;1;1;15;1;2;40
14051;30208;8;20;19;1;1;1;1;1;7308;9999;6;1;7;14;2;16;31
14052;30211;8;17;19;1;1;2;1;1;8;530;8;1;8;13;2;1;9
14053;30212;8;0;5;1;1;1;1;1;8;516;8;1;1;15;9;1;21
14054;30213;8;18;19;1;1;2;1;1;8;9999;8;1;7;15;7;4;9
14056;30215;8;13;19;1;1;2;1;1;8;550;8;1;1;15;1;4;21
14058;30217;8;22;19;1;1;1;1;1;712;49;6;1;2;15;8;4;3
14059;30218;8;20;19;1;1;1;1;1;712;57;6;1;8;14;1;16;9
14060;30219;8;11;19;1;1;2;1;1;7311;9999;6;1;3;15;3;12;9
14061;30221;8;18;19;1;1;2;1;1;7306;13;5;1;8;14;1;1;9
14062;30225;8;13;19;1;1;2;1;1;7300;9999;7;1;8;14;1;1;21
14063;30226;8;10;19;1;1;2;1;1;8;561;6;1;2;15;4;1;3
14064;30227;8;0;19;1;1;1;1;1;8;562;6;1;1;15;3;4;9
14065;30228;8;17;19;1;1;2;1;1;8;575;6;1;7;15;2;10;9
14066;30229;8;20;19;1;1;1;1;1;8;578;6;1;3;15;3;4;21
14067;30230;8;21;19;1;1;1;1;1;710;34;6;1;8;18;7;15;21
14073;30237;8;17;19;1;1;2;1;1;712;9999;5;1;1;15;1;4;55
14074;30238;8;6;48;1;1;2;1;1;8;213;8;1;2;15;1;1;31
14075;30239;8;6;48;1;1;2;1;1;8;196;8;1;8;14;1;16;9
14076;30240;8;0;48;1;1;1;1;1;8;205;8;1;8;14;1;16;9
14077;30241;8;20;43;1;1;1;1;1;9;272;7;1;8;14;1;16;3
14078;30242;8;15;43;1;1;2;1;1;9;272;7;1;8;14;1;16;9
14079;30243;8;0;43;1;1;1;1;1;9;286;7;1;2;15;4;1;42
14080;30244;8;23;43;1;1;1;1;1;9;272;7;1;8;13;2;18;31
14081;30245;8;15;22;1;1;2;1;1;9;256;7;1;2;15;4;1;9
14082;30246;8;15;43;1;1;2;1;1;9;275;7;1;2;15;4;1;46
14086;30250;8;18;43;1;1;2;1;1;2010;23;7;1;2;15;5;1;3
14087;30251;8;14;43;1;1;2;1;1;2012;22;7;1;2;15;4;1;9
14088;30252;8;22;22;1;1;1;1;1;9;262;7;1;8;13;1;18;42
14089;30253;8;20;22;1;1;1;1;1;9;259;7;1;2;15;4;1;9
14091;30256;8;23;22;1;1;1;1;1;9;253;7;1;2;15;4;1;31
14092;30257;8;22;48;1;1;1;1;1;8;196;8;1;8;14;1;16;400
14093;30258;8;8;48;1;1;2;1;1;803;346;12;2;2;15;1;1;55
14094;30259;8;17;48;1;1;2;1;1;803;335;12;2;2;15;1;1;36
14095;30260;8;15;48;1;1;2;1;1;803;333;12;2;8;18;9;11;9
14096;30261;8;12;22;1;1;2;1;1;2004;22;7;1;8;14;7;16;9
14097;30262;8;12;48;1;1;2;1;1;2022;10;7;1;8;18;8;18;31
14098;30263;8;16;43;1;1;2;1;1;2009;34;7;1;1;15;1;18;9
14099;30264;8;6;11;1;1;2;1;1;206;69;6;1;1;15;1;1;21
14100;30267;8;9;11;1;1;2;1;1;206;48;6;1;1;15;1;4;21
14101;30269;8;2;11;1;1;1;1;1;2108;50;7;1;1;15;1;4;21
14102;30271;8;22;22;1;1;1;1;1;8;239;10;1;3;15;1;6;9
14103;30272;8;1;22;1;1;1;1;1;2007;9999;9;1;2;15;4;17;439
14104;30273;8;5;22;1;1;1;1;1;8;223;7;1;8;18;8;10;9
14105;30274;8;12;11;1;1;2;1;1;9;230;8;1;2;15;4;1;9
14106;30275;8;20;43;1;1;1;1;1;2017;41;8;1;1;15;2;18;9
14107;30276;8;5;11;1;1;1;1;1;8;310;9;1;8;15;1;16;9
14108;30278;8;19;57;1;1;1;1;1;7;83;7;1;3;15;1;4;31
14109;30279;8;21;57;1;1;1;1;1;803;140;7;2;2;15;1;1;9
14110;30280;8;19;48;1;1;1;1;1;212;72;6;1;8;18;9;5;9
14111;30282;8;20;11;1;1;1;1;1;9;188;5;1;8;14;1;1;9
14112;30283;8;12;57;1;1;2;1;1;8;275;9;1;2;18;4;1;341
14113;30284;8;18;57;1;1;2;1;1;8;276;11;1;1;15;1;8;9
14114;30285;8;11;57;1;1;2;1;1;8;289;14;1;3;15;1;8;33
14115;30286;8;14;11;2;1;2;1;1;2135;12;6;1;3;15;1;8;42
14116;30287;8;12;11;2;1;2;1;1;2135;7;5;1;8;15;8;1;38
14117;30288;8;16;11;2;1;2;1;1;2116;11;5;1;8;18;1;9;53
14118;30289;8;12;11;1;1;2;1;1;208;32;10;1;8;14;1;16;53
14119;30290;8;12;43;1;1;2;1;1;9999;167;10;1;7;15;3;6;21
14120;30291;8;4;43;1;1;1;1;1;9999;157;10;1;8;18;9;1;9
14121;30292;8;13;43;1;1;2;1;1;9999;178;10;1;8;14;8;16;9
14122;30293;8;19;43;1;1;1;1;1;9999;165;10;1;3;15;2;12;9
14123;30294;8;14;43;1;1;2;1;1;9999;173;10;1;3;15;3;1;36
14124;30295;8;9;43;1;1;2;1;1;9999;160;10;1;2;15;4;1;9
14125;30296;8;11;43;1;1;2;1;1;9999;176;10;1;3;15;2;6;430
14126;30297;8;21;43;1;1;1;1;1;9999;160;10;1;3;15;6;6;9
14127;30298;8;21;43;1;1;1;1;1;2010;53;5;1;1;15;1;6;9
14128;30299;8;16;11;1;1;2;1;1;206;95;7;1;2;15;4;1;9
14129;30301;8;19;11;1;1;1;1;1;2108;36;7;1;3;15;5;6;9
14130;30303;8;21;43;1;1;1;1;1;2012;17;7;1;2;15;4;1;46
14131;30304;8;19;22;1;1;1;1;1;8;264;9;2;2;15;4;1;21
14132;30307;8;16;22;1;1;2;1;1;8;261;9;1;2;15;4;17;9
14133;30309;8;18;22;1;1;2;1;1;2017;15;7;1;2;15;4;18;9
14134;30310;8;10;43;1;1;2;1;1;2017;45;8;1;8;18;7;18;38
14135;30311;8;14;43;1;1;2;1;1;2017;59;8;1;8;14;8;16;9
14136;30312;8;13;43;1;1;2;1;1;2017;52;7;1;8;14;8;16;71
14137;30313;8;22;43;1;1;1;1;1;2017;49;8;1;8;14;7;16;36
14138;30314;8;16;43;1;1;2;1;1;2017;59;8;1;8;14;7;16;9
14139;30315;8;13;22;1;1;2;1;1;2030;5;6;1;8;14;7;16;9
14140;30316;8;0;43;1;1;1;1;1;2017;44;8;1;8;18;8;18;9
14141;30317;8;22;43;1;1;1;1;1;2017;59;8;1;8;14;8;16;55
14142;30318;8;14;43;1;1;2;1;1;2017;60;8;1;8;14;8;16;9
14143;30319;8;11;43;1;1;2;1;1;2017;45;8;1;8;18;7;18;36
14144;30320;8;19;43;1;1;1;1;1;2017;50;8;1;8;14;7;16;5
14145;30321;8;11;43;1;1;2;1;1;2017;52;7;1;8;14;7;16;5
14146;30322;8;14;11;1;1;2;1;1;208;32;6;1;2;15;1;1;42
14147;30323;8;21;11;1;1;1;1;1;208;28;7;1;2;15;1;1;9
14148;30324;8;14;43;1;1;2;1;1;2009;8;6;1;8;13;3;18;9
14149;30326;8;19;43;1;1;1;1;1;2009;10;6;1;3;15;6;13;9
14150;30327;8;12;43;1;1;2;1;1;2009;11;6;1;2;15;4;14;42
14151;30328;8;12;43;1;1;2;1;1;9999;190;7;1;8;14;1;16;9
14152;30329;8;12;43;1;1;2;1;1;9999;24;7;1;8;14;1;16;9
14153;30330;8;12;43;1;1;2;1;1;2020;33;6;1;7;15;2;2;46
14154;30331;8;12;43;1;1;2;1;1;9999;189;7;1;7;15;2;14;55
14155;30332;8;12;43;1;1;2;1;1;9999;194;7;1;2;1;1;21;9
14156;30334;8;11;43;1;1;2;1;1;9999;198;7;1;8;13;3;18;3
14157;30335;8;15;22;1;1;2;1;1;8;264;9;2;8;14;1;16;3
14158;30336;8;11;22;1;1;2;1;1;8;266;9;1;7;15;7;8;3
14159;30337;8;9;22;1;1;2;1;1;8;260;9;2;7;15;7;1;9
14160;30338;8;23;22;1;1;1;1;1;8;260;9;2;2;15;4;1;9
14161;30339;8;14;22;1;1;2;1;1;210;2;8;1;2;15;4;1;9
14162;30341;8;21;22;1;1;1;1;1;8;260;9;2;7;15;7;1;86
14164;30344;8;22;11;1;1;1;1;1;8;350;9;1;7;14;4;1;9
14165;30345;8;9;11;1;1;2;1;1;205;19;6;1;7;15;4;8;9
14166;30346;8;12;11;1;1;2;1;1;8;359;9;1;2;15;4;10;9
14167;30347;8;10;11;1;1;2;1;1;8;350;9;1;2;15;4;1;31
14168;30348;8;10;11;1;1;2;1;1;8;352;9;1;3;15;6;16;9
14169;30349;8;10;11;1;1;2;1;1;2137;9;6;1;8;14;1;16;9
14170;30353;8;22;43;1;1;1;1;1;2010;10;7;1;8;18;7;18;31
14171;30362;8;15;22;1;1;2;1;1;2009;6;6;1;2;15;4;12;432
14173;30364;8;23;22;1;1;1;1;1;8;231;7;1;2;15;1;1;42
14174;30367;8;20;22;1;1;1;1;1;212;5;16;1;8;14;1;16;3
14176;30369;8;10;22;1;1;2;1;1;8;242;10;1;7;15;7;6;31
14177;30372;8;22;22;1;1;1;1;1;8;233;10;1;2;15;1;1;3
14178;30375;8;10;22;1;1;2;1;1;8;229;10;1;7;15;8;1;31
14179;30377;8;16;22;1;1;2;1;1;8;231;10;1;8;16;1;16;9
14180;30378;8;12;22;1;1;2;1;1;212;15;16;1;8;14;1;16;402
14181;30381;8;2;11;1;1;1;1;1;205;2;6;1;1;15;1;1;5
14182;30382;8;15;43;1;1;2;1;1;2024;9999;6;1;8;18;8;18;9
14183;30383;8;14;11;1;1;2;1;1;208;15;6;1;2;15;6;1;38
14184;30384;8;18;11;1;1;2;1;1;2125;20;6;1;3;15;3;1;9
14185;30387;8;12;22;1;1;2;1;1;8;224;7;1;7;15;8;8;3
14186;30388;8;0;22;1;1;1;1;1;8;224;7;1;3;15;8;1;9
14187;30389;8;15;22;1;1;2;1;1;8;226;7;1;1;15;1;4;21
14188;30390;8;21;22;1;1;1;1;1;8;226;7;1;1;15;1;4;9
14189;30393;8;12;22;1;1;2;1;1;8;224;7;1;8;14;1;16;9
14191;30395;8;8;22;1;1;2;1;1;8;226;7;1;2;15;1;1;3
14192;30396;8;16;43;1;1;2;1;1;9;266;7;1;8;13;2;11;9
14194;30398;8;17;43;1;1;2;1;1;9;271;7;1;2;15;4;1;55
14195;30399;8;18;43;1;1;2;1;1;9;278;7;1;2;15;4;1;9
14196;30400;8;17;11;1;1;2;1;1;206;107;6;1;3;15;5;4;9
14197;30402;8;12;11;2;1;2;1;1;2115;1;7;1;2;15;4;1;436
14198;30404;8;19;68;1;1;1;1;1;206;3;7;1;2;15;4;1;59
14199;30406;8;11;11;1;1;2;1;1;2129;2;7;1;2;15;4;1;9
14200;30407;8;20;11;1;1;1;1;1;210;48;7;1;2;15;4;1;42
14201;30408;8;12;11;1;1;2;1;1;206;61;6;1;8;13;9;1;9
14202;30409;8;10;11;1;1;2;1;1;206;41;6;1;3;15;3;8;3
14203;30410;8;17;57;1;1;2;1;1;2101;41;5;1;8;13;1;1;31
14204;30413;8;11;22;1;1;2;1;1;203;5;8;1;7;15;6;6;3
14205;30415;8;1;22;1;1;1;1;1;2017;7;16;1;2;1;4;20;9
14206;30416;8;3;22;1;1;1;1;1;2009;2;9;1;8;13;7;11;21
14207;30419;8;12;22;1;1;2;1;1;2017;4;16;1;2;15;4;1;9
14208;30420;8;12;22;1;1;2;1;1;203;3;8;1;2;15;6;1;21
14209;30421;8;22;22;1;1;1;1;1;2017;13;16;1;8;14;1;16;9
14210;30423;8;12;22;1;1;2;1;1;2009;3;9;1;7;15;3;8;341
14212;30425;8;20;22;1;1;1;1;1;203;4;8;1;7;15;8;6;9
14213;30427;8;12;22;1;1;2;1;1;2017;11;16;1;2;15;4;1;21
14214;30430;8;21;22;1;1;1;1;1;2009;2;9;1;2;15;4;1;33
14215;30431;8;18;22;1;1;2;1;1;2017;3;16;1;7;15;8;1;9
14216;30432;8;5;22;1;1;1;1;1;2017;10;16;1;1;15;1;4;3
14217;30433;8;23;22;1;1;1;1;1;2017;7;16;1;7;15;7;6;9
14218;30434;8;18;22;1;1;2;1;1;2017;10;16;1;7;15;3;6;3
14219;30435;8;17;22;1;1;2;1;1;203;4;8;1;7;15;7;17;9
14220;30436;8;10;22;1;1;2;1;1;2009;2;9;1;2;15;4;8;9
14221;30438;8;11;22;1;1;2;1;1;2017;9;16;1;2;15;4;1;9
14222;30439;8;23;22;1;1;1;1;1;2017;4;16;1;2;15;4;1;9
14223;30441;8;11;22;1;1;2;1;1;2017;8;16;1;7;15;8;6;9
14224;30442;8;8;22;1;1;2;1;1;2017;9;16;1;7;15;2;6;9
14226;30445;8;10;22;1;1;2;1;1;203;4;8;1;8;13;7;11;21
14227;30446;8;21;22;1;1;1;1;1;2017;12;16;1;7;15;7;1;3
14228;30447;8;17;48;1;1;2;1;1;8;180;8;1;8;18;9;11;9
14229;30448;8;14;48;1;1;2;1;1;214;9999;6;1;8;14;1;16;21
14230;30449;8;5;48;1;1;1;1;1;214;9999;6;1;8;18;9;10;406
14234;30454;8;11;22;1;1;2;1;1;2011;2;6;1;8;13;9;11;9
14235;30455;8;23;22;1;1;1;1;1;8;215;10;1;2;15;4;1;32
14236;30456;8;18;11;1;1;2;1;1;9;230;7;1;3;15;1;1;21
14237;30457;8;10;11;1;1;2;1;1;9;207;7;1;8;18;1;10;59
14238;30458;8;11;57;1;1;2;1;1;2118;38;6;1;8;18;1;11;21
14239;30459;8;14;57;1;1;2;1;1;8301;7;7;2;8;16;1;11;31
14240;30460;8;13;57;1;1;2;1;1;8301;13;7;2;2;15;1;1;9
14241;30461;8;19;57;1;1;1;1;1;803;192;7;2;3;15;1;1;59
14242;30462;8;16;57;1;1;2;1;1;803;9999;7;2;8;18;1;10;9
14243;30463;8;16;57;1;1;2;1;1;803;177;7;2;3;15;1;1;31
14244;30464;8;22;11;1;1;1;1;1;9;174;7;1;2;15;1;1;31
14245;30465;8;12;43;1;1;2;1;1;9;303;7;1;3;15;2;1;9
14246;30466;8;17;43;1;1;2;1;1;9;302;7;1;1;15;1;18;33
14247;30467;8;12;43;1;1;2;1;1;9;293;7;1;2;15;1;1;82
14248;30468;8;9;43;1;1;2;1;1;9;305;7;1;1;15;1;12;9
14249;30469;8;13;22;1;1;2;1;1;9;232;8;2;2;15;6;1;9
14250;30470;8;3;22;1;1;1;1;1;9;234;8;1;8;13;7;11;36
14253;30473;8;17;22;1;1;2;1;1;7;105;8;1;7;15;7;6;42
14254;30474;8;23;22;1;1;1;1;1;204;100;7;1;8;13;8;10;21
14255;30475;8;18;22;1;1;2;1;1;7;116;7;1;7;15;8;4;9
14256;30476;8;8;22;2;1;2;1;1;2002;9999;6;1;8;14;5;17;21
14257;30477;8;12;22;1;1;2;1;1;7;114;7;1;2;15;5;1;9
14258;30478;8;8;22;1;1;2;1;1;803;220;8;1;8;13;7;13;38
14260;30480;8;10;22;1;1;2;1;1;803;240;8;1;8;13;7;13;9
14261;30481;8;21;43;1;1;1;1;1;2017;9999;8;1;2;1;4;18;21
14262;30482;8;21;43;1;1;1;1;1;2017;22;8;1;8;14;7;16;9
14263;30483;8;10;43;1;1;2;1;1;2017;32;8;1;8;14;7;16;46
14264;30484;8;17;43;1;1;2;1;1;2017;24;8;1;7;15;7;13;406
14265;30485;8;16;43;1;1;2;1;1;2017;18;8;1;8;14;7;16;88
14266;30486;8;13;43;1;1;2;1;1;2017;39;8;1;3;15;8;18;38
14267;30487;8;18;43;1;1;2;1;1;2017;21;8;1;8;18;7;18;9
14268;30488;8;12;43;1;1;2;1;1;2010;33;7;1;8;14;1;16;31
14269;30489;8;13;43;1;1;2;1;1;2010;39;8;1;8;14;2;16;38
14270;30490;8;21;43;1;1;1;1;1;2010;41;7;1;1;15;1;18;9
14271;30491;8;21;43;1;1;1;1;1;2017;35;8;1;3;15;7;10;38
14272;30492;8;19;43;1;1;1;1;1;2017;33;8;1;4;15;4;1;71
14273;30493;8;17;22;1;1;2;1;1;2011;32;7;1;3;15;8;18;38
14274;30494;8;17;43;1;1;2;1;1;2017;42;8;1;3;15;8;18;9
14275;30496;8;18;43;1;1;2;1;1;2017;18;8;1;3;15;8;18;31
14276;30497;8;14;22;1;1;2;1;1;2011;42;7;1;8;18;7;18;459
14277;30498;8;9;43;1;1;2;1;1;2017;39;8;1;3;15;8;18;9
14278;30499;8;21;43;1;1;1;1;1;2017;30;8;1;1;15;1;12;9
14279;30500;8;11;43;1;1;2;1;1;2010;34;7;1;8;14;7;16;9
14280;30501;8;21;11;1;1;1;1;1;8;303;9;1;7;14;9;16;33
14281;30502;8;11;11;1;1;2;1;1;8;309;9;1;8;18;9;18;21
14283;30504;8;12;11;1;1;2;1;1;8;303;9;2;8;18;9;17;9
14284;30505;8;8;11;1;1;2;1;1;8;309;9;1;2;15;4;18;9
14285;30506;8;14;11;1;1;2;1;1;8;304;9;1;2;15;4;1;9
14286;30507;8;19;11;1;1;1;1;1;8;300;9;1;2;15;4;1;9
14287;30508;8;8;11;1;1;2;1;1;8;301;9;1;2;15;4;18;9
14288;30509;8;10;11;1;1;2;1;1;8;303;9;1;2;15;4;8;3
14289;30510;8;23;57;1;1;1;1;1;7;71;7;1;8;18;1;10;9
14290;30511;8;18;57;1;1;2;1;1;7;63;7;1;1;15;1;1;3
14291;30512;8;9;11;1;1;2;1;1;8;340;10;1;3;15;1;1;9
14292;30513;8;20;11;1;1;1;1;1;8;339;10;1;3;15;6;1;31
14295;30516;8;5;11;1;1;1;1;1;8;346;10;1;1;15;1;4;9
14296;30517;8;22;11;1;1;1;1;1;2125;0;7;1;1;15;1;4;9
14297;30518;8;19;57;1;1;1;1;1;803;118;7;2;2;15;1;1;9
14298;30519;8;18;57;1;1;2;1;1;803;123;7;2;8;18;1;11;31
14299;30520;8;14;57;1;1;2;1;1;803;119;7;2;8;18;1;11;31
14300;30521;8;12;57;1;1;2;1;1;803;113;7;2;8;18;1;10;9
14301;30522;8;8;57;1;1;2;1;1;803;126;7;2;8;18;1;11;31
14302;30523;8;17;57;1;1;2;1;1;803;123;7;2;8;18;1;11;3
14306;30527;8;8;22;1;1;2;1;1;9;248;8;1;8;11;7;18;9
14307;30528;8;20;22;1;1;1;1;1;2006;10;6;1;3;15;6;14;9
14308;30529;8;1;22;1;1;1;1;1;9;250;8;1;8;18;8;18;9
14309;30530;8;22;22;1;1;1;1;1;2006;8;6;1;3;15;3;18;3
14310;30531;8;14;48;1;1;2;1;1;207;88;12;2;8;18;9;10;9
14311;30533;8;7;48;1;1;2;1;1;207;78;12;2;8;14;1;16;3
14312;30537;8;18;48;1;1;2;1;1;212;65;6;1;8;14;1;16;31
14313;30538;8;11;48;1;1;2;1;1;212;78;6;1;3;15;2;18;32
14314;30539;8;18;48;1;1;2;1;1;2007;22;5;1;2;15;4;1;432
14315;30540;8;14;48;1;1;2;1;1;212;72;6;1;8;14;1;16;9
14316;30542;8;22;48;1;1;1;1;1;212;53;6;1;7;15;8;4;21
14317;30543;8;20;48;1;1;1;1;1;2007;20;4;1;3;15;7;1;3
14318;30544;8;23;48;1;1;1;1;1;212;58;6;1;3;15;6;4;3
14319;30545;8;12;48;1;1;2;1;1;212;82;6;1;8;14;1;16;402
14320;30546;8;7;48;1;1;2;2;1;212;78;6;1;2;15;1;1;3
14321;30547;8;22;48;1;1;1;1;1;2022;9999;4;1;8;14;1;16;9
14322;30548;8;20;48;1;1;1;1;1;212;68;6;1;3;15;7;4;9
14323;30549;8;9;57;1;1;2;1;1;803;165;7;2;3;15;1;1;9
14324;30550;8;19;57;1;1;1;1;1;803;153;7;2;8;18;1;10;40
14326;30552;8;20;22;1;1;1;1;1;7;136;16;1;7;15;7;1;9
14327;30553;8;12;22;1;1;2;1;1;7;136;16;1;7;15;8;4;21
14328;30555;8;20;22;1;1;1;1;1;7;129;16;1;7;15;7;6;9
14329;30556;8;22;22;1;1;1;1;1;7;127;16;1;7;15;7;8;9
14330;30557;8;21;22;1;1;1;1;1;7;135;16;1;8;14;1;16;48
14331;30558;8;17;22;1;1;2;1;1;7;131;16;1;7;15;3;6;21
14332;30559;8;21;22;1;1;1;1;1;7;134;16;1;8;14;1;16;9
14333;30560;8;12;22;1;1;2;1;1;7;134;16;1;7;15;8;8;2
14335;30566;8;7;22;1;1;2;1;1;7;128;16;1;7;15;8;6;21
14336;30567;8;1;22;1;1;1;1;1;7;136;16;1;7;15;8;4;9
14337;30568;8;12;22;1;1;2;1;1;7;135;16;1;7;15;7;1;21
14338;30572;8;21;22;1;1;1;1;1;7;135;16;1;7;15;1;16;36
14339;30573;8;20;11;1;1;1;1;1;9;191;5;1;3;15;3;11;42
14340;30575;8;22;57;1;1;1;1;1;8;274;10;1;8;18;8;1;21
14341;30577;8;22;57;1;1;1;1;1;8;274;11;1;7;15;8;7;38
14342;30578;8;12;57;1;1;2;1;1;8;277;10;1;8;13;1;1;46
14343;30580;8;12;57;1;1;2;1;1;8;298;1;1;8;18;8;8;9
14344;30581;8;7;48;1;1;2;1;1;803;254;12;2;8;18;9;10;32
14345;30582;8;17;48;1;1;2;1;1;803;308;12;2;8;18;9;11;21
14347;30584;8;12;48;1;1;2;1;1;8;82;8;1;8;18;9;10;9
14348;30585;8;23;27;1;1;1;1;1;1;610;8;1;2;15;4;1;31
14349;30587;8;0;68;1;1;1;1;1;201;68;6;1;8;18;7;18;9
14350;30588;8;5;27;1;1;1;1;1;2313;1;7;1;8;14;2;16;9
14351;30589;8;21;27;2;1;1;1;1;2318;9999;7;1;1;15;1;4;9
14352;30591;8;22;27;1;1;1;1;1;2305;9999;6;1;1;15;1;4;9
14353;30592;8;21;68;1;1;1;1;1;204;81;7;1;8;18;7;1;9
14354;30595;8;14;68;1;1;2;1;1;204;88;7;2;7;15;1;1;9
14355;30596;8;10;68;1;1;2;1;1;204;80;7;1;7;14;1;16;9
14356;30600;8;22;68;1;1;1;1;1;2341;15;8;1;8;18;8;1;9
14357;30601;8;12;68;1;1;2;1;1;201;32;7;1;7;15;8;1;31
14358;30602;8;23;68;1;1;1;1;1;2317;1;10;1;8;14;1;1;9
14359;30603;8;12;68;1;1;2;1;1;204;67;11;1;8;14;1;16;82
14360;30605;8;12;68;1;1;2;1;1;201;69;11;1;7;15;8;4;9
14361;30607;8;12;68;1;1;2;1;1;201;59;6;1;7;15;7;1;48
14362;30610;8;15;68;1;1;2;1;1;201;47;6;1;8;18;7;1;400
14363;30611;8;13;27;1;1;2;1;1;301;85;8;1;8;14;2;16;9
14364;30612;8;20;27;1;1;1;1;1;2313;5;7;1;2;15;4;1;9
14365;30614;8;20;27;2;1;1;1;1;9999;9999;6;1;8;13;7;1;31
14366;30615;8;16;27;1;1;2;1;1;2313;4;8;1;8;15;7;12;3
14368;30618;8;16;27;2;1;2;1;1;9999;9999;8;1;2;15;4;1;3
14369;30619;8;19;27;1;1;1;1;1;301;90;8;1;8;13;7;1;9
14370;30620;8;20;27;1;1;1;1;1;301;80;8;1;3;15;8;1;21
14371;30622;8;12;68;1;1;2;1;1;201;90;7;1;8;18;7;14;9
14372;30623;8;10;68;1;1;2;1;1;201;79;6;1;8;18;8;1;46
14373;30624;8;12;68;1;1;2;1;1;2341;6;6;1;8;18;7;1;9
14374;30625;8;13;68;1;1;2;1;1;201;80;12;1;8;18;7;1;21
14375;30626;8;14;68;1;1;2;1;1;201;70;6;1;8;18;8;1;9
14376;30627;8;18;68;1;1;2;1;1;2341;10;6;1;8;18;7;1;31
14377;30628;8;14;68;1;1;2;1;1;2341;6;6;1;8;18;7;1;31
14378;30630;8;10;27;1;1;2;1;1;301;164;8;1;8;13;7;1;21
14379;30633;8;21;27;1;1;1;1;1;1;564;8;1;2;15;4;1;9
14380;30634;8;21;27;1;1;1;1;1;2306;34;5;1;8;13;9;1;9
14381;30635;8;7;27;1;1;2;1;1;1;565;8;1;8;13;9;1;38
